126 73.813 124.825 73.288 GPCA_SW-property23.relationalFault2
127 73.912 87.634 45.448 cruise_controller_24.relationalFault3
128 74.63 125.389 74.381 GPCA_SW-property23.arithmeticFault2
129 76.021 124.964 73.299 GPCA_SW-property23.booleanFault2
130 76.495 125.695 73.303 GPCA_SW-property23.constantFault0
131 76.998 123.069 74.931 GPCA_SW-property23.arithmeticFault0
132 77.017 86.788 44.175 cruise_controller_12.arithmeticFault2
133 77.348 123.166 75.049 GPCA_SW-property23.equalityFault0
134 77.726 126.801 75.097 GPCA_SW-property23.relationalFault1
135 77.973 84.403 43.143 ccp03.constantFault1
136 78.441 124.044 73.862 GPCA_SW-property23.equalityFault1
137 79.088 125.399 74.382 GPCA_SW-property23.arithmeticFault4
138 81.067 125.219 73.523 GPCA_SW-property23.booleanFault1
139 81.095 86.714 48.404 ccp01.relationalFault3
140 82.836 194.141 106.063 ccp01.booleanFault3
141 84.326 87.31 45.484 cruise_controller_24.relationalFault4
142 87.514 83.109 42.192 ccp03.relationalFault0
143 89.408 86.332 44.177 ccp01.arithmeticFault0
144 93.93 296.883 82.401 ccp01.booleanFault2
145 110.362 127.98 74.917 GPCA_SW-property23.relationalFault4
146 110.508 123.615 74.788 GPCA_SW-property23.relationalFault3
147 121.392 132.538 101.178 GPCA_SW-property25.constantFault1
148 122.132 123.932 78.635 GPCA_SW-property23.booleanFault0
149 122.522 135.372 100.804 GPCA_SW-property25.relationalFault4
150 123.196 135.616 99.26 GPCA_SW-property25.arithmeticFault4
151 123.206 134.741 100.883 GPCA_SW-property25.booleanFault3
152 123.366 132.914 99.841 GPCA_SW-property25.constantFault0
153 123.733 132.859 100.58 GPCA_SW-property25.arithmeticFault1
154 123.79 124.278 73.635 GPCA_SW-property23.arithmeticFault1
155 123.947 133.568 101.592 GPCA_SW-property25.relationalFault1
156 123.961 135.761 99.744 GPCA_SW-property25.relationalFault3
157 124.331 135.881 102.03 GPCA_SW-property25.equalityFault0
158 124.498 135.931 100.676 GPCA_SW-property25.booleanFault0
159 125.097 136.117 101.724 GPCA_SW-property25.equalityFault1
160 125.108 136.402 103.242 GPCA_SW-property25.booleanFault2
161 125.642 134.806 99.874 GPCA_SW-property25.arithmeticFault3
162 125.794 131.553 101.929 GPCA_SW-property25.arithmeticFault0
163 129.737 260.273 132.134 GPCA_SW-property46.arithmeticFault0
164 131.451 263.028 133.9 GPCA_SW-property46.arithmeticFault1
165 131.632 260.751 133.628 GPCA_SW-property46.equalityFault0
166 131.961 260.664 131.981 GPCA_SW-property46.relationalFault3
167 132.583 259.035 132.126 GPCA_SW-property46.arithmeticFault4
168 133.422 256.974 130.998 GPCA_SW-property46.booleanFault0
169 133.733 261.016 131.623 GPCA_SW-property46.relationalFault4
170 133.967 261.977 130.245 GPCA_SW-property46.arithmeticFault2
171 137.372 259.519 132.214 GPCA_SW-property46.relationalFault1
172 139.171 262.244 130.34 GPCA_SW-property46.constantFault1
173 153.463 269.278 147.968 GPCA_SW-property10.arithmeticFault0
174 154.83 271.297 147.17 GPCA_SW-property10.relationalFault3
175 156.413 276.951 147.216 GPCA_SW-property10.relationalFault1
176 156.441 272.514 140.649 GPCA_SW-property10.booleanFault0
177 156.525 269.667 148.306 GPCA_SW-property10.constantFault1
178 157.287 270.929 138.69 GPCA_SW-property10.booleanFault1
179 157.606 270.226 147.725 GPCA_SW-property10.arithmeticFault4
180 157.913 268.431 144.088 GPCA_SW-property10.booleanFault3
181 158.362 272.959 145.229 GPCA_SW-property10.equalityFault0
182 158.807 276.078 145.888 GPCA_SW-property10.relationalFault4
183 160.415 314.845 136.743 ccp20.arithmeticFault4
184 160.868 318.005 151.781 ccp20.equalityFault0
185 161.495 313.664 148.338 ccp20.constantFault0
186 162.451 328.233 153.326 ccp20.booleanFault4
187 163.31 132.76 101.366 GPCA_SW-property25.relationalFault2
188 164.937 317.862 132.471 ccp20.arithmeticFault0
189 174.97 261.288 131.585 GPCA_SW-property46.booleanFault1
190 175.795 132.808 101.467 GPCA_SW-property25.booleanFault4
191 176.642 134.77 102.164 GPCA_SW-property25.booleanFault1
192 177.579 440.797 204.67 ccp08.constantFault0
193 184.055 271.293 145.835 GPCA_SW-property10.arithmeticFault1
194 186.994 310.63 148.212 ccp20.booleanFault0
195 188.13 317.205 129.711 ccp20.equalityFault1
196 193.434 263.797 130.998 GPCA_SW-property46.constantFault0
197 193.672 262.74 132.675 GPCA_SW-property46.arithmeticFault3
198 194.257 331.294 138.957 ccp20.constantFault1
199 196.964 260.607 131.732 GPCA_SW-property46.relationalFault0
200 197.185 256.202 133.261 GPCA_SW-property46.booleanFault2
201 199.732 314.453 151.622 ccp20.booleanFault3
202 204.754 465.001 193.284 GPCA_SW-property31.booleanFault3
203 204.939 466.197 197.809 GPCA_SW-property31.arithmeticFault4
204 206.49 464.238 196.3 GPCA_SW-property31.constantFault0
205 209.273 470.666 196.616 GPCA_SW-property31.booleanFault1
206 209.479 468.002 194.82 GPCA_SW-property31.booleanFault4
207 209.625 465.423 194.995 GPCA_SW-property31.relationalFault0
208 210.621 454.114 194.171 GPCA_SW-property31.equalityFault0
209 211.644 455.412 197.59 GPCA_SW-property31.arithmeticFault2
210 211.67 469.461 191.753 GPCA_SW-property31.constantFault1
211 211.815 269.147 148.41 GPCA_SW-property10.relationalFault2
212 216.052 316.309 161.79 ccp20.arithmeticFault3
213 218.654 302.639 149.94 ccp20.relationalFault2
214 221.996 527.97 221.257 GPCA_SW-property35.relationalFault2
215 222.102 524.0 217.023 GPCA_SW-property34.relationalFault3
216 222.323 526.63 218.728 GPCA_SW-property35.arithmeticFault1
217 222.829 541.642 217.915 GPCA_SW-property35.booleanFault2
218 223.89 263.882 131.194 GPCA_SW-property46.relationalFault2
219 224.523 524.337 213.747 GPCA_SW-property35.relationalFault4
220 225.498 524.377 218.9 GPCA_SW-property35.booleanFault0
221 225.913 322.903 207.217 tramway_e7_3304.booleanFault3
222 225.933 524.594 219.069 GPCA_SW-property35.arithmeticFault0
223 227.419 526.735 216.753 GPCA_SW-property35.equalityFault1
224 227.685 527.297 217.625 GPCA_SW-property35.equalityFault0
225 228.653 524.062 220.356 GPCA_SW-property34.arithmeticFault4
226 228.916 519.671 220.281 GPCA_SW-property35.relationalFault0
227 229.538 272.118 146.827 GPCA_SW-property10.booleanFault4
228 229.599 530.714 214.746 GPCA_SW-property35.relationalFault3
229 229.657 528.859 216.256 GPCA_SW-property34.constantFault0
230 230.159 529.539 216.57 GPCA_SW-property35.constantFault0
231 231.418 525.348 218.303 GPCA_SW-property34.booleanFault3
232 232.261 531.012 217.933 GPCA_SW-property35.booleanFault4
233 232.699 526.669 218.703 GPCA_SW-property35.arithmeticFault2
234 233.118 523.473 213.292 GPCA_SW-property34.relationalFault2
235 233.884 541.413 218.142 GPCA_SW-property34.relationalFault4
236 234.922 531.216 218.9 GPCA_SW-property34.arithmeticFault1
237 235.824 357.1 212.553 tramway_e7_3304.booleanFault4
238 246.663 330.909 131.324 ccp20.relationalFault0
239 246.924 270.808 147.622 GPCA_SW-property10.arithmeticFault3
240 252.774 668.625 248.191 GPCA_SW-property48.relationalFault3
241 253.645 669.876 239.854 GPCA_SW-property48.booleanFault4
242 254.524 682.798 242.726 GPCA_SW-property48.relationalFault0
243 256.809 659.227 247.886 GPCA_SW-property48.relationalFault2
244 257.746 670.384 256.139 GPCA_SW-property48.booleanFault3
245 257.988 669.984 240.561 GPCA_SW-property48.equalityFault1
246 258.262 672.853 247.726 GPCA_SW-property48.constantFault0
247 258.41 671.066 241.701 GPCA_SW-property48.booleanFault2
248 259.806 678.571 243.608 GPCA_SW-property48.arithmeticFault4
249 259.846 1508.577 266.28 ccp18.constantFault0
250 265.149 838.982 259.407 ccp18.booleanFault3
251 265.176 314.672 150.572 ccp20.relationalFault1
252 266.753 667.225 242.67 GPCA_SW-property48.arithmeticFault0
253 267.131 662.467 237.368 GPCA_SW-property48.booleanFault1
254 276.297 662.819 244.456 GPCA_SW-property48.relationalFault1
255 276.732 531.209 222.159 GPCA_SW-property34.booleanFault0
256 277.961 469.512 194.974 GPCA_SW-property31.arithmeticFault0
257 288.987 1021.002 261.02 ccp18.equalityFault1
258 289.419 1018.236 304.848 ccp18
259 290.989 456.305 200.292 GPCA_SW-property31.arithmeticFault3
260 292.177 1033.591 278.058 ccp18.relationalFault0
261 293.756 462.456 197.033 GPCA_SW-property31.booleanFault0
262 294.046 1025.854 278.02 ccp18.relationalFault2
263 297.523 1019.136 293.887 ccp18.equalityFault0
264 298.194 1017.789 294.957 ccp18.relationalFault1
265 299.118 1024.15 293.572 ccp18.arithmeticFault0
266 302.681 532.466 220.534 GPCA_SW-property34.equalityFault1
267 304.992 1027.229 290.931 ccp18.booleanFault0
268 307.524 340.413 136.449 ccp20.booleanFault1
269 308.326 466.745 192.908 GPCA_SW-property31.relationalFault2
270 319.946 530.029 215.241 GPCA_SW-property34.constantFault1
271 320.819 466.013 193.732 GPCA_SW-property31.relationalFault1
272 321.678 254.31 278.539 cruise_controller_24.booleanFault4
273 322.471 526.753 215.482 GPCA_SW-property34.equalityFault0
274 323.086 512.371 214.384 GPCA_SW-property34.booleanFault2
275 330.922 313.308 141.869 ccp20.arithmeticFault2
276 332.268 525.404 217.852 GPCA_SW-property35.booleanFault3
277 337.905 532.741 215.019 GPCA_SW-property34.relationalFault1
278 344.905 524.153 229.829 GPCA_SW-property34.arithmeticFault0
279 348.318 514.457 219.162 GPCA_SW-property34.booleanFault4
280 348.477 535.902 222.256 GPCA_SW-property35.booleanFault1
281 365.409 661.989 246.739 GPCA_SW-property48.constantFault1
282 366.215 312.382 241.576 reconfiguration_medium.constantFault1
